element,original_line,scene_abbreviation,original_content,element_type,element_text,section_depth,scene_number,is_centered,is_dual_dialogue
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: SANDRA,2446,.,SANDRA,Character,SANDRA,0,,False,False
Dialogue: Stop it.  It's not funny.  That poor boy.,2447,.,Stop it.  It's not funny.  That poor boy.,Dialogue,Stop it.  It's not funny.  That poor boy.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: We LEAD Edward as he walks away, tears just starting to form.",2449,.,"We LEAD Edward as he walks away, tears just starting to form.  ",Action,"We LEAD Edward as he walks away, tears just starting to form.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (V.O.)
Fate has a cruel way of circling around on you.  After all this work to leave Ashton, the girl I loved was now engaged to one of its biggest jerks.",2451,.,EDWARD (V.O.),Action,"EDWARD (V.O.)
Fate has a cruel way of circling around on you.  After all this work to leave Ashton, the girl I loved was now engaged to one of its biggest jerks.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: He EXITS FRAME, leaving only the sorority house in the background.",2454,.,"He EXITS FRAME, leaving only the sorority house in the background.",Action,"He EXITS FRAME, leaving only the sorority house in the background.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (V.O.) (CONT'D)
There's a time when a man needs to fight, and a time when he needs to accept that his destiny is lost, that the ship has sailed, and that only a fool would continue.",2456,.,EDWARD (V.O.) (CONT'D),Action,"EDWARD (V.O.) (CONT'D)
There's a time when a man needs to fight, and a time when he needs to accept that his destiny is lost, that the ship has sailed, and that only a fool would continue.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: A beat.  Edward steps back INTO FRAME, looking at the sorority house.",2459,.,"A beat.  Edward steps back INTO FRAME, looking at the sorority house.",Action,"A beat.  Edward steps back INTO FRAME, looking at the sorority house.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (V.O.) (CONT'D)
The truth is, I've always been a fool.",2461,.,EDWARD (V.O.) (CONT'D),Action,"EDWARD (V.O.) (CONT'D)
The truth is, I've always been a fool.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: We CIRCLE as he shouts:,2464,.,We CIRCLE as he shouts:,Action,We CIRCLE as he shouts:,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (CONT'D)
Sandra Templeton!  I love you!  And I am going to marry you!",2466,.,EDWARD (CONT'D),Action,"EDWARD (CONT'D)
Sandra Templeton!  I love you!  And I am going to marry you!",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: SORORITY HOUSE FOYER - DAY,2469,INT.,INT.  SORORITY HOUSE FOYER - DAY,Scene Heading,SORORITY HOUSE FOYER - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Sandra and her SISTERS peer out through the curtains.  Is this guy crazy?,2471,.,Sandra and her SISTERS peer out through the curtains.  Is this guy crazy?,Action,Sandra and her SISTERS peer out through the curtains.  Is this guy crazy?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: LECTURE HALL - DAY,2473,INT.,INT.  LECTURE HALL - DAY,Scene Heading,LECTURE HALL - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: The tweedy ECONOMICS PROFESSOR continues his explanation.  Sandra isn't paying a lot of attention.,2475,.,The tweedy ECONOMICS PROFESSOR continues his explanation.  Sandra isn't paying a lot of attention.,Action,The tweedy ECONOMICS PROFESSOR continues his explanation.  Sandra isn't paying a lot of attention.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: He switches on the overhead projector without looking at it.  There's a TITTER from the STUDENTS, but he doesn't notice.",2477,.,"He switches on the overhead projector without looking at it.  There's a TITTER from the STUDENTS, but he doesn't notice.",Action,"He switches on the overhead projector without looking at it.  There's a TITTER from the STUDENTS, but he doesn't notice.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: A classmate nudges Sandra, who looks up.  Written on the projector is ""I Love Sandra Templeton.""  She's horrified and excited at the same time.   The professor finally notices what's written there.",2479,.,"A classmate nudges Sandra, who looks up.  Written on the projector is ""I Love Sandra Templeton.""  She's horrified and excited at the same time.   The professor finally notices what's written there.",Action,"A classmate nudges Sandra, who looks up.  Written on the projector is ""I Love Sandra Templeton.""  She's horrified and excited at the same time.   The professor finally notices what's written there.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: QUAD - DAY,2481,EXT.,EXT.  QUAD - DAY,Scene Heading,QUAD - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Walking with her books, Sandra shakes her head, disbelieving.  We look up to the blue sky, where a giant sky-written heart floats in the wind.",2483,.,"Walking with her books, Sandra shakes her head, disbelieving.  We look up to the blue sky, where a giant sky-written heart floats in the wind.",Action,"Walking with her books, Sandra shakes her head, disbelieving.  We look up to the blue sky, where a giant sky-written heart floats in the wind.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: SANDRA'S BEDROOM - [THE NEXT] MORNING,2485,INT.,INT.  SANDRA'S BEDROOM - [THE NEXT] MORNING,Scene Heading,SANDRA'S BEDROOM - [THE NEXT] MORNING,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: At her Sisters' prompting, a just-woken Sandra looks out the second-story window to find the lawn filled with",2487,.,"At her Sisters' prompting, a just-woken Sandra looks out the second-story window to find the lawn filled with ",Action,"At her Sisters' prompting, a just-woken Sandra looks out the second-story window to find the lawn filled with",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: TEN THOUSAND DAFFODILS.,2489,.,TEN THOUSAND DAFFODILS.,Action,TEN THOUSAND DAFFODILS.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Edward stands amid the sea of flowers.  He's waited there six hours.,2491,.,Edward stands amid the sea of flowers.  He's waited there six hours.,Action,Edward stands amid the sea of flowers.  He's waited there six hours.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: SORORITY HOUSE - DAY,2493,EXT.,EXT.  SORORITY HOUSE - DAY,Scene Heading,SORORITY HOUSE - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Sandra walks out to him.  She's smiling, confused, joyful and scared.  All down Greek Street, STUDENTS are coming out to see the display.",2495,.,"Sandra walks out to him.  She's smiling, confused, joyful and scared.  All down Greek Street, STUDENTS are coming out to see the display.",Action,"Sandra walks out to him.  She's smiling, confused, joyful and scared.  All down Greek Street, STUDENTS are coming out to see the display.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: SANDRA,2497,.,SANDRA,Character,SANDRA,0,,False,False
Dialogue: Daffodils?,2498,.,Daffodils?,Dialogue,Daffodils?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,2500,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: They're your favorite flower.,2501,.,They're your favorite flower.,Dialogue,They're your favorite flower.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: SANDRA,2503,.,SANDRA,Character,SANDRA,0,,False,False
Dialogue: How did you get so many?,2504,.,How did you get so many?,Dialogue,How did you get so many?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,2506,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: I called everywhere in five states and explained this was the only way I could get my wife to marry me.,2507,.,I called everywhere in five states and explained this was the only way I could get my wife to marry me.,Dialogue,I called everywhere in five states and explained this was the only way I could get my wife to marry me.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Out of nowhere, a tear drops down Sandra's cheek.  She wipes it off.",2509,.,"Out of nowhere, a tear drops down Sandra's cheek.  She wipes it off.",Action,"Out of nowhere, a tear drops down Sandra's cheek.  She wipes it off.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: SANDRA,2511,.,SANDRA,Character,SANDRA,0,,False,False
Dialogue: You don't even know me.,2512,.,You don't even know me.,Dialogue,You don't even know me.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,2514,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: I have the rest of my life to find out.,2515,.,I have the rest of my life to find out.,Dialogue,I have the rest of my life to find out.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: From down the street...,2517,.,From down the street...,Action,From down the street...,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: A MAN'S VOICE
Sandra!",2519,.,A MAN'S VOICE,Action,"A MAN'S VOICE
Sandra!",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: SANDRA,2522,.,SANDRA,Character,SANDRA,0,,False,False
Dialogue: It's Don.  Promise me you won't hurt him.,2523,.,It's Don.  Promise me you won't hurt him.,Dialogue,It's Don.  Promise me you won't hurt him.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,2525,.,EDWARD,Character,EDWARD,0,,False,False
"Dialogue: If that's what you want, I swear to it.",2526,.,"If that's what you want, I swear to it.",Dialogue,"If that's what you want, I swear to it.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: The adult DON PRICE arrives.  He's 230 pounds of football-playing, Skynard-loving, fraternity-proud muscle.  And he's pissed.",2528,.,"The adult DON PRICE arrives.  He's 230 pounds of football-playing, Skynard-loving, fraternity-proud muscle.  And he's pissed.",Action,"The adult DON PRICE arrives.  He's 230 pounds of football-playing, Skynard-loving, fraternity-proud muscle.  And he's pissed.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: A gang of his BROTHERS walk behind him.,2530,.,A gang of his BROTHERS walk behind him.,Action,A gang of his BROTHERS walk behind him.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: DON PRICE,2532,.,DON PRICE,Character,DON PRICE,0,,False,False
Dialogue: Bloom!,2533,.,Bloom!,Dialogue,Bloom!,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,2535,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: Don.,2536,.,Don.,Dialogue,Don.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: DON PRICE,2538,.,DON PRICE,Character,DON PRICE,0,,False,False
Dialogue: What the hell are you doing?  This is my girl.  Mine!,2539,.,What the hell are you doing?  This is my girl.  Mine!,Dialogue,What the hell are you doing?  This is my girl.  Mine!,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,2541,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: I didn't know she belonged to anybody.,2542,.,I didn't know she belonged to anybody.,Dialogue,I didn't know she belonged to anybody.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Don Price decks him, knocking him down.  Edward gets right back up, but makes no move to defend himself.",2544,.,"Don Price decks him, knocking him down.  Edward gets right back up, but makes no move to defend himself.",Action,"Don Price decks him, knocking him down.  Edward gets right back up, but makes no move to defend himself.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Unfazed, Don slugs him again.",2546,.,"Unfazed, Don slugs him again.",Action,"Unfazed, Don slugs him again.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: SANDRA,2548,.,SANDRA,Character,SANDRA,0,,False,False
Dialogue: Stop it!,2549,.,Stop it!,Dialogue,Stop it!,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: DON PRICE,2551,.,DON PRICE,Character,DON PRICE,0,,False,False
Parenthetical: (ignoring),2552,.,(ignoring),Parenthetical,(ignoring),0,,False,False
"Dialogue: What the matter, Bloom?  Too scared to fight back?",2553,.,"What the matter, Bloom?  Too scared to fight back?",Dialogue,"What the matter, Bloom?  Too scared to fight back?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,2555,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: I promised I wouldn't.,2556,.,I promised I wouldn't.,Dialogue,I promised I wouldn't.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: A beat.  Don shrugs, fine.  Then proceeds to kick Edward's ass nine ways to Sunday.",2558,.,"A beat.  Don shrugs, fine.  Then proceeds to kick Edward's ass nine ways to Sunday.",Action,"A beat.  Don shrugs, fine.  Then proceeds to kick Edward's ass nine ways to Sunday.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (V.O.) (CONT'D)
While I took the beating of a lifetime, it was Don Price who was ultimately defeated.",2560,.,EDWARD (V.O.) (CONT'D),Action,"EDWARD (V.O.) (CONT'D)
While I took the beating of a lifetime, it was Don Price who was ultimately defeated.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: As the ass-whupping continues, we",2563,.,"As the ass-whupping continues, we",Action,"As the ass-whupping continues, we",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: INTERCUT WITH:,2565,.,INTERCUT WITH:,Action,INTERCUT WITH:,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: FRATERNITY HOUSE BATHROOM - DAY [FLASHFORWARD],2567,INT.,INT.  FRATERNITY HOUSE BATHROOM - DAY [FLASHFORWARD],Scene Heading,FRATERNITY HOUSE BATHROOM - DAY [FLASHFORWARD],0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Sitting on the can, Don Price pinches a loaf while reading the new Playboy.",2569,.,"Sitting on the can, Don Price pinches a loaf while reading the new Playboy.",Action,"Sitting on the can, Don Price pinches a loaf while reading the new Playboy.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (V.O.)
All the physical activity had worsened a congenital valve defect.  Put simply, his heart wasn't strong enough.",2571,.,EDWARD (V.O.),Action,"EDWARD (V.O.)
All the physical activity had worsened a congenital valve defect.  Put simply, his heart wasn't strong enough.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Don Price squeezes down hard, trying to shit the unshittable.  Suddenly, he grasps his chest and collapses face-first on the tile.",2574,.,"Don Price squeezes down hard, trying to shit the unshittable.  Suddenly, he grasps his chest and collapses face-first on the tile.",Action,"Don Price squeezes down hard, trying to shit the unshittable.  Suddenly, he grasps his chest and collapses face-first on the tile.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Transition: MATCH CUT TO:,2576,.,MATCH CUT TO:,Transition,MATCH CUT TO:,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: WITCH'S HOUSE / GATE - NIGHT [FLASHBACK],2578,EXT.,EXT.  WITCH'S HOUSE / GATE - NIGHT [FLASHBACK],Scene Heading,WITCH'S HOUSE / GATE - NIGHT [FLASHBACK],0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: The same image of Don's dead face on the tile is reflected in The Eye.,2580,.,The same image of Don's dead face on the tile is reflected in The Eye.  ,Action,The same image of Don's dead face on the tile is reflected in The Eye.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Transition: RETURNING BACK TO:,2582,.,RETURNING BACK TO:,Transition,RETURNING BACK TO:,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: THE SORORITY HOUSE - DAY,2584,EXT.,EXT.  THE SORORITY HOUSE - DAY,Scene Heading,THE SORORITY HOUSE - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: The thrashing continues.   Edward somehow fights his way back to his feet, ready to be knocked down again.",2586,.,"The thrashing continues.   Edward somehow fights his way back to his feet, ready to be knocked down again.",Action,"The thrashing continues.   Edward somehow fights his way back to his feet, ready to be knocked down again.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: SANDRA,2588,.,SANDRA,Character,SANDRA,0,,False,False
Dialogue: Don!,2589,.,Don!,Dialogue,Don!,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Don is about to slug Edward again when he turns.,2591,.,Don is about to slug Edward again when he turns.  ,Action,Don is about to slug Edward again when he turns.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Sandra pulls off her engagement ring.  There's an audible AHH! from her sisters, and an OHH! from Don's brothers.",2593,.,"Sandra pulls off her engagement ring.  There's an audible AHH! from her sisters, and an OHH! from Don's brothers.",Action,"Sandra pulls off her engagement ring.  There's an audible AHH! from her sisters, and an OHH! from Don's brothers.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: SANDRA (CONT'D)
I will never marry you.",2595,.,SANDRA (CONT'D),Action,"SANDRA (CONT'D)
I will never marry you.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: A beat.  Don stands stunned, his mind reeling.",2598,.,"A beat.  Don stands stunned, his mind reeling.",Action,"A beat.  Don stands stunned, his mind reeling.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Edward, whose eyes are swollen almost shut, keeps waiting for the next punch.  Where is it?  What's going on?",2600,.,"Edward, whose eyes are swollen almost shut, keeps waiting for the next punch.  Where is it?  What's going on?",Action,"Edward, whose eyes are swollen almost shut, keeps waiting for the next punch.  Where is it?  What's going on?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: DON PRICE,2602,.,DON PRICE,Character,DON PRICE,0,,False,False
Dialogue: What.  You love this guy?,2603,.,What.  You love this guy?,Dialogue,What.  You love this guy?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: SANDRA,2605,.,SANDRA,Character,SANDRA,0,,False,False
Dialogue: He's almost a stranger and I prefer him to you.,2606,.,He's almost a stranger and I prefer him to you.,Dialogue,He's almost a stranger and I prefer him to you.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: She hands him the ring.  Another beat, then Don storms off.  But not before decking Edward one last time.",2608,.,"She hands him the ring.  Another beat, then Don storms off.  But not before decking Edward one last time.  ",Action,"She hands him the ring.  Another beat, then Don storms off.  But not before decking Edward one last time.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Sandra leans over Edward's broken body.  His head lies on the daffodils.,2610,.,Sandra leans over Edward's broken body.  His head lies on the daffodils.,Action,Sandra leans over Edward's broken body.  His head lies on the daffodils.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: SANDRA (CONT'D)
How can I convince you to stop?",2612,.,SANDRA (CONT'D),Action,"SANDRA (CONT'D)
How can I convince you to stop?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,2615,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: Go out with me.,2616,.,Go out with me.,Dialogue,Go out with me.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: He smiles, his teeth bloody.",2618,.,"He smiles, his teeth bloody.",Action,"He smiles, his teeth bloody.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: SANDRA,2620,.,SANDRA,Character,SANDRA,0,,False,False
Dialogue: Okay.,2621,.,Okay.,Dialogue,Okay.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: As the crowd of students APPLAUDS and CHEERS, we CRANE UP above the flowered battlefield.",2623,.,"As the crowd of students APPLAUDS and CHEERS, we CRANE UP above the flowered battlefield.",Action,"As the crowd of students APPLAUDS and CHEERS, we CRANE UP above the flowered battlefield.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (V.O.)
As it turned out, Sandra was able to keep her same date at the chapel.  Only the groom had changed.",2625,.,EDWARD (V.O.),Action,"EDWARD (V.O.)
As it turned out, Sandra was able to keep her same date at the chapel.  Only the groom had changed.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: As the MUSIC reaches a crescendo, we suddenly...",2628,.,"As the MUSIC reaches a crescendo, we suddenly...",Action,"As the MUSIC reaches a crescendo, we suddenly...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Transition: CUT TO:,2630,.,CUT TO:,Transition,CUT TO:,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: GUEST ROOM - NIGHT [PRESENT],2632,INT.,INT.  GUEST ROOM - NIGHT [PRESENT],Scene Heading,GUEST ROOM - NIGHT [PRESENT],0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: JOSEPHINE,2634,.,JOSEPHINE,Character,JOSEPHINE,0,,False,False
Dialogue: I thought you said you didn't have a church wedding.,2635,.,I thought you said you didn't have a church wedding.,Dialogue,I thought you said you didn't have a church wedding.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,2637,.,EDWARD,Character,EDWARD,0,,False,False
"Dialogue: Well, we were all set to, but there was a complication.",2638,.,"Well, we were all set to, but there was a complication.",Dialogue,"Well, we were all set to, but there was a complication.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: He reaches for his glass of water, but Josephine already has it for him.  She watches him while he slowly drinks the entire glass, thirstier than he imagined.  While he's drinking, we...",2640,.,"He reaches for his glass of water, but Josephine already has it for him.  She watches him while he slowly drinks the entire glass, thirstier than he imagined.  While he's drinking, we...",Action,"He reaches for his glass of water, but Josephine already has it for him.  She watches him while he slowly drinks the entire glass, thirstier than he imagined.  While he's drinking, we...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Transition: CUT TO:,2642,.,CUT TO:,Transition,CUT TO:,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: UPSTAIRS HALLWAY - NIGHT [CONTINUOUS],2644,INT.,INT.  UPSTAIRS HALLWAY - NIGHT [CONTINUOUS],Scene Heading,UPSTAIRS HALLWAY - NIGHT [CONTINUOUS],0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Will, back from the grocery store, reaches the top of the stairs.  He hears voices coming from the bedroom.",2646,.,"Will, back from the grocery store, reaches the top of the stairs.  He hears voices coming from the bedroom.",Action,"Will, back from the grocery store, reaches the top of the stairs.  He hears voices coming from the bedroom.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: JOSEPHINE (O.S.)
Is it the medicine that's making you thirsty?",2648,.,JOSEPHINE (O.S.),Action,"JOSEPHINE (O.S.)
Is it the medicine that's making you thirsty?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (O.S.)
Truth is, I've been thirsty my whole life.  Never really known why.",2651,.,EDWARD (O.S.),Action,"EDWARD (O.S.)
Truth is, I've been thirsty my whole life.  Never really known why.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Will quietly approaches the door, not exactly sneaking, but not exactly announcing his presence.  The door is open a few inches, letting him look in on his father and his wife.",2654,.,"Will quietly approaches the door, not exactly sneaking, but not exactly announcing his presence.  The door is open a few inches, letting him look in on his father and his wife.",Action,"Will quietly approaches the door, not exactly sneaking, but not exactly announcing his presence.  The door is open a few inches, letting him look in on his father and his wife.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: INTERCUT HALLWAY / BEDROOM,2656,.,INTERCUT HALLWAY / BEDROOM,Action,INTERCUT HALLWAY / BEDROOM,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (CONT'D)
There was one time when I was eleven...",2658,.,EDWARD (CONT'D),Action,"EDWARD (CONT'D)
There was one time when I was eleven...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: JOSEPHINE,2661,.,JOSEPHINE,Character,JOSEPHINE,0,,False,False
Parenthetical: (gently),2662,.,(gently),Parenthetical,(gently),0,,False,False
Dialogue: You were talking about your wedding.,2663,.,You were talking about your wedding.,Dialogue,You were talking about your wedding.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,2665,.,EDWARD,Character,EDWARD,0,,False,False
"Dialogue: I didn't forget.  I was just working on a tangent.  See, most men, they'll tell a story straight through, and it won't be complicated, but it won't be interesting either.",2666,.,"I didn't forget.  I was just working on a tangent.  See, most men, they'll tell a story straight through, and it won't be complicated, but it won't be interesting either.",Dialogue,"I didn't forget.  I was just working on a tangent.  See, most men, they'll tell a story straight through, and it won't be complicated, but it won't be interesting either.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: JOSEPHINE,2668,.,JOSEPHINE,Character,JOSEPHINE,0,,False,False
Dialogue: I like your stories.,2669,.,I like your stories.,Dialogue,I like your stories.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,2671,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: And I like you.,2672,.,And I like you.  ,Dialogue,And I like you.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: He doesn't let the moment linger with undue sentimentality.  There's a story to be told.,2674,.,He doesn't let the moment linger with undue sentimentality.  There's a story to be told.,Action,He doesn't let the moment linger with undue sentimentality.  There's a story to be told.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (CONT'D)
Now.  The thing about working for a circus is you don't have a regular address, and after three years I had a lot of undelivered mail.",2676,.,EDWARD (CONT'D),Action,"EDWARD (CONT'D)
Now.  The thing about working for a circus is you don't have a regular address, and after three years I had a lot of undelivered mail.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: In the hallway, Will shifts to a new position, letting himself listen to the story one more time.",2679,.,"In the hallway, Will shifts to a new position, letting himself listen to the story one more time.",Action,"In the hallway, Will shifts to a new position, letting himself listen to the story one more time.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD  (CONT'D)
During the four weeks I was in the hospital, the postmaster finally caught up with me.",2681,.,EDWARD  (CONT'D),Action,"EDWARD  (CONT'D)
During the four weeks I was in the hospital, the postmaster finally caught up with me.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: HOSPITAL - DAY,2684,INT.,INT.  HOSPITAL - DAY,Scene Heading,HOSPITAL - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Bruised and bandaged, Edward sorts through a big bag of mail with help from Sandra.  He rips open an official-looking letter.  Reading it, his face drops.",2686,.,"Bruised and bandaged, Edward sorts through a big bag of mail with help from Sandra.  He rips open an official-looking letter.  Reading it, his face drops.",Action,"Bruised and bandaged, Edward sorts through a big bag of mail with help from Sandra.  He rips open an official-looking letter.  Reading it, his face drops.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: FLUTE and DRUM, music rising to a military cadence.",2688,.,"FLUTE and DRUM, music rising to a military cadence.",Action,"FLUTE and DRUM, music rising to a military cadence.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (V.O.)
It turned out that while my heart belonged to Sandra, the rest of my body belonged to the U.S. Government.",2690,.,EDWARD (V.O.),Action,"EDWARD (V.O.)
It turned out that while my heart belonged to Sandra, the rest of my body belonged to the U.S. Government.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: ARMY AIRPLANE - NIGHT,2693,INT.,INT.  ARMY AIRPLANE - NIGHT,Scene Heading,ARMY AIRPLANE - NIGHT,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
